sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3747423,15,14,0,0,0,0,0,0,0,0,2,No,0,1,0.99,0,No,No,No,Yes,No,No
3284235,2,8,0,0,0,0,0,0,1,1,1,No,0,0.41,0.46,0,No,No,No,Yes,No,No
2259065,7,0,0,0,0,0,0,4,5,8,11,No,0,0,0,0,No,No,No,No,No,No
3374760,1,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2081313,6,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
4919869,1365,12,320,600,1500,2700,366,1283,2772,3953,508,No,0,0.59,0.65,0,No,No,No,Yes,No,No
3076096,67,8,0,0,10,20,2,7,15,35,18,No,0,0.86,0.93,0,No,No,No,Yes,No,No
3544610,1505,8,275,4526,4860,5760,926,4576,8164,13059,894,No,0,0.89,0.89,0,No,No,No,Yes,No,No
3239744,16,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
2842764,13,2,0,0,0,0,1,1,6,6,0,No,0,0.99,0.98,0,Yes,No,No,Yes,No,No
4769069,4990,52,0,0,0,0,0,0,0,0,0,No,0,0.88,0.86,0,Yes,No,No,No,No,No
3367810,2,9,0,3,3,3,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3829369,12,8,0,0,0,0,4,6,11,15,0,No,0,0.79,0.64,0,Yes,No,No,Yes,No,No
3611894,13,8,0,0,0,0,0,0,4,5,4,No,0,1,1,0,No,No,No,Yes,No,No
3200699,59,2,0,96,192,320,5,10,16,16,36,No,0,0.98,0.92,0,No,No,No,Yes,No,No
2959135,54,12,15,74,134,178,52,94,158,223,29,No,0,0.94,0.88,3,No,No,No,Yes,No,No
3816062,25,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.65,0,No,No,Yes,Yes,No,No
3702029,1,12,0,2,4,6,2,3,6,9,0,No,1,0.56,0.63,0,No,No,Yes,Yes,No,No
3665519,10,4,0,0,0,0,0,0,0,0,0,No,0,0.71,0.79,0,No,No,No,Yes,No,No
4960975,35,4,0,0,0,0,1,2,2,3,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3817769,4014,4,2916,6180,11580,16440,1386,4875,9720,13183,910,No,732,0.71,0.8,0,No,No,No,Yes,No,No
3930865,105,4,0,0,0,0,1,1,1,1,0,No,0,0.71,0.8,0,Yes,No,Yes,Yes,No,No
3089364,71,17,0,0,0,0,0,0,0,0,0,No,0,0.91,0.94,0,No,No,No,Yes,No,No
2209068,93,8,120,0,0,0,10,33,84,139,20,No,0,0.95,0.96,0,No,No,No,Yes,No,No
3512966,13,8,2,4,11,18,0,2,13,18,0,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
3238591,41,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
2286093,3,12,0,8,8,8,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
2172558,20,4,0,2,12,22,0,1,1,3,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3256504,4,2,0,0,0,10,0,1,3,5,1,No,0,1,0.98,0,No,No,No,Yes,No,No
4812009,268,4,9,93,249,405,28,76,146,293,44,No,0,0.21,0.21,0,Yes,No,No,Yes,No,No
2253871,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.7,0,No,No,No,Yes,No,No
4936830,109,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3172794,24,2,0,0,0,0,0,0,1,1,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
2263015,1086,4,0,0,0,0,48,139,269,349,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
2121043,7,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3355715,0,15,0,0,0,0,0,0,0,0,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3456934,94,9,0,0,22,53,8,28,93,165,29,No,0,0.94,0.83,0,No,No,No,Yes,No,No
4826238,249,8,20,240,496,816,80,270,558,815,95,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2985986,33,4,0,0,0,0,0,2,12,15,0,No,0,0.84,0.86,0,No,No,No,Yes,No,No
3560015,27,8,0,0,0,0,1,1,1,2,0,No,0,0.72,0.8,0,No,No,No,Yes,No,No
3195817,493,2,832,1080,1620,2070,354,761,1258,2003,312,No,0,1,0.9,0,No,No,No,Yes,No,No
3563395,6,2,0,0,0,0,0,0,0,0,0,No,0,0.65,0.65,0,No,No,No,Yes,No,No
3949373,4,12,0,0,0,0,0,0,0,0,0,No,0,0.59,0.65,0,No,No,No,Yes,No,No
3440951,27,8,0,0,0,0,0,0,0,0,1,No,0,1,0.97,0,Yes,No,No,Yes,No,No
3071131,8,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3445350,1,16,0,1,1,1,0,0,0,0,1,No,0,0.31,0.4,0,No,No,Yes,Yes,No,No
3653969,101,2,0,0,0,0,0,2,2,5,0,No,0,0.98,0.96,0,No,No,No,Yes,No,No
3421610,264,8,51,200,500,750,76,301,628,989,64,No,0,0.9,0.92,0,No,No,No,Yes,No,No
3109002,3,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3843801,6,12,0,0,0,0,0,0,0,0,0,No,0,0.81,0.74,0,No,No,Yes,Yes,No,No
3989329,2,12,0,0,0,0,0,0,0,0,0,No,0,0.59,0.65,0,No,No,No,Yes,No,No
3670376,79,9,0,0,0,0,0,0,0,0,0,No,0,0.67,0.75,0,No,No,No,Yes,No,No
3186239,19,2,0,0,0,0,0,0,0,1,0,No,0,0.8,0.79,0,No,No,No,Yes,No,No
3246087,6,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3575247,8,8,0,0,0,0,0,0,0,0,0,No,0,0.75,0.76,0,No,No,No,Yes,No,No
4854921,2,8,0,0,0,0,0,0,0,2,1,No,0,0.95,0.86,0,No,No,No,Yes,No,No
3753176,35,2,0,0,0,0,2,8,11,12,0,No,0,0.8,0.9,0,Yes,No,No,Yes,No,No
3915967,15,12,2,14,29,46,3,14,28,43,13,No,0,0.75,0.74,0,No,No,No,Yes,No,No
4946280,39,16,0,0,0,0,1,4,4,4,0,No,0,0.69,0.66,0,No,No,No,Yes,No,No
3358163,3,8,0,0,0,0,0,0,0,0,1,No,0,0.79,0.87,0,No,No,No,Yes,No,No
3169693,139,8,0,0,0,0,1,6,13,21,7,No,0,0.94,0.74,0,No,No,No,Yes,No,No
3861773,2,9,0,6,12,17,2,6,11,16,1,No,0,0.15,0.41,0,No,No,No,Yes,No,No
3743987,10,12,0,0,0,0,0,0,1,3,0,No,0,0.63,0.72,0,No,No,No,Yes,No,No
4839154,4,8,0,0,0,0,0,0,0,0,0,No,0,1,0.97,0,No,No,No,No,No,No
3069930,7,8,0,14,28,42,8,21,48,66,5,No,0,0.86,0.77,0,No,No,No,Yes,No,Yes
2853205,421,4,611,570,950,1429,222,820,1392,1912,115,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3951074,113,14,0,0,0,36,7,36,74,107,21,No,0,0.96,0.95,0,No,No,No,Yes,No,No
3982903,104,8,0,0,0,0,0,0,2,8,5,No,0,0.99,0.91,0,No,No,No,Yes,No,No
4963032,10,12,0,0,0,0,4,8,8,8,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
2853013,1,8,0,2,4,5,1,3,4,6,1,No,0,0.87,0.82,0,No,No,No,Yes,No,No
2090553,32,8,0,0,11,33,2,10,32,49,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
2886024,16,4,0,0,0,0,0,1,2,2,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2977134,6,2,5,0,10,15,1,7,10,30,2,No,0,1,1,0,No,No,No,Yes,No,No
2971807,49,8,0,0,0,0,0,2,6,7,26,No,0,0.98,0.97,0,Yes,No,No,Yes,No,No
3165739,2,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4919033,0,8,0,100,100,100,0,0,0,0,0,No,0,0.82,0.82,0,Yes,No,No,Yes,No,No
3278746,98,17,58,139,256,372,37,153,272,399,67,No,0,0.82,0.82,0,No,No,No,Yes,No,No
3428908,95,12,0,0,0,0,0,0,0,0,1,No,0,0.07,0.21,0,No,No,No,Yes,No,No
3315745,2,2,0,2,4,6,2,3,6,10,0,No,0,0.93,0.95,0,No,No,No,Yes,No,No
3624822,880,12,0,0,0,0,7,18,116,197,2,No,0,0.86,0.89,0,No,No,No,Yes,No,No
3011495,4,2,70,0,0,0,3,3,12,14,0,No,0,0,0.16,0,Yes,No,No,Yes,No,No
3371322,30,12,0,40,80,112,16,21,67,111,1,No,0,0.41,0.46,0,No,No,No,No,No,No
4811675,2,8,0,4,7,10,3,5,7,16,0,No,0,0.63,0.51,0,No,No,No,Yes,No,No
3980728,73,2,0,0,0,1,6,13,22,39,1,No,0,0.88,0.88,0,No,No,No,Yes,No,No
4799791,5,2,0,0,0,0,0,1,1,1,0,No,0,0.84,0.83,0,No,No,No,Yes,No,No
2120274,1316,16,0,0,0,0,105,460,1015,1218,469,No,0,0.15,0.33,0,No,No,No,Yes,No,No
3614271,0,4,7,1,1,1,0,0,0,0,0,No,0,0.71,0.79,0,Yes,No,No,Yes,No,No
3206103,24,2,0,0,0,0,1,1,1,1,0,No,0,0.58,0.38,0,No,No,Yes,Yes,No,No
2911714,6,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.89,0,No,No,No,Yes,No,No
3424174,10273,8,166,0,0,0,366,1050,1995,2892,297,No,0,0.61,0.6,0,No,No,No,Yes,No,No
2279117,20,8,0,0,0,0,2,2,6,6,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
3184392,6,2,0,16,38,59,4,8,8,8,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
3770952,222,8,0,0,0,0,0,0,0,0,0,No,0,0.91,0.82,0,No,No,No,Yes,No,No
3178156,17,8,0,0,20,40,4,13,27,39,0,No,0,0.99,0.94,0,No,No,No,Yes,No,No
4886377,82,4,0,0,0,0,0,1,4,4,1,No,0,0.38,0.52,0,Yes,No,No,Yes,No,No
3478441,74,8,13,36,81,117,12,46,177,246,19,No,0,0.9,0.92,0,No,No,No,Yes,No,No
3170082,60,2,37,70,154,252,30,79,152,193,23,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3672298,61814,8,0,0,0,0,0,21,31,41,3,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3744110,11,8,0,0,5,15,0,6,8,12,5,No,0,0.87,0.88,0,No,No,No,Yes,No,No
2822872,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3486682,4,4,1,0,0,0,0,3,3,3,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
2982618,1105,18,199,1792,2688,4480,455,1229,2839,4096,2390,No,0,1,0.75,0,No,No,No,Yes,No,No
3182293,60,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3468138,41,3,0,0,0,0,1,3,5,5,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
2193348,28,8,0,0,0,0,1,2,8,12,10,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3985975,2,8,0,0,0,0,0,0,1,1,0,No,0,0.95,0.79,0,No,No,No,Yes,No,No
4936820,30,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3935315,6,3,0,4,8,12,0,2,6,6,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
3296731,10,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3986505,4,2,0,0,0,0,0,0,0,0,0,No,0,0.52,0.61,0,Yes,No,Yes,Yes,No,No
2082261,32,2,30,60,90,150,23,64,136,203,25,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
2844222,9,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3192418,8,8,0,0,6,6,0,2,5,14,1,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3946303,4,2,0,0,0,0,2,4,9,13,0,No,0,0.69,0.66,0,No,No,No,Yes,No,No
3947584,4,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.84,0,No,No,No,Yes,No,No
3077743,0,9,0,5,5,5,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3721831,2,9,0,0,0,0,0,0,0,0,0,No,0,0.68,0.67,0,No,No,No,Yes,No,No
2915390,2,4,0,0,0,0,0,0,0,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3114159,5650,8,2180,0,2000,6000,1326,3234,6129,8763,1113,No,0,0.98,0.91,30,No,No,No,Yes,No,No
4782319,0,52,0,0,0,0,0,0,0,0,0,No,0,0,0,0,Yes,No,No,No,No,No
3231176,17,9,0,0,0,0,1,6,15,24,2,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3875205,2,12,0,0,0,1,0,0,1,1,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
3501463,131,8,3,228,444,648,18,150,275,440,78,No,0,0.4,0.63,0,No,No,No,Yes,No,No
4821492,200,8,41,204,372,516,41,136,304,500,46,No,0,0.97,0.95,0,No,No,No,Yes,No,No
3219523,9,12,0,1,1,1,1,1,1,1,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3967677,56,8,0,0,0,0,0,0,0,0,2,No,0,0,0,0,No,No,No,Yes,No,No
2906184,5000,52,0,0,0,0,0,0,0,0,0,No,0,0.94,0.87,0,Yes,No,Yes,No,No,No
2200605,20,4,0,0,0,8,0,5,8,8,0,No,0,0.93,0.85,0,No,No,No,Yes,No,No
3909979,59,13,200,0,100,200,30,90,191,307,50,No,0,0.47,0.65,53,No,No,No,Yes,No,No
3214457,23,2,0,0,0,0,0,4,6,12,0,No,0,0.73,0.76,0,No,No,No,Yes,No,No
3022946,6,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
2267813,2,2,4,0,6,12,0,5,7,14,1,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3581073,13,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.96,0,Yes,No,No,Yes,No,No
3795706,323,4,0,36,36,36,14,53,172,285,28,No,0,0.97,0.97,0,Yes,No,No,No,No,No
4749874,6849,8,0,0,0,0,12,64,189,303,15,No,0,0.98,0.96,0,No,No,No,Yes,No,No
3999863,13,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.79,0,No,No,No,Yes,No,No
4842980,2,12,0,0,0,0,1,1,1,1,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
2175361,8,8,0,0,0,0,1,3,5,8,3,No,0,0.99,0.99,0,No,No,No,No,No,No
3948037,1333,8,0,0,0,0,0,0,8,11,4,No,0,0.96,0.96,0,No,No,No,Yes,No,No
4898476,30,2,0,0,0,0,0,0,0,0,1,No,0,1,0.66,0,Yes,No,No,Yes,No,No
3212416,4,8,0,0,0,0,0,0,2,2,0,No,0,1,0.92,0,No,No,No,Yes,No,No
2861499,6,8,20,46,50,56,2,16,57,107,19,No,0,0.08,0.08,24,Yes,No,No,Yes,No,No
3684057,1,8,0,0,0,0,0,0,0,0,0,No,0,0.93,0.96,0,No,No,No,Yes,No,No
2976864,2,8,0,2,2,2,0,3,5,5,0,No,0,0.99,0.94,0,No,No,No,Yes,No,No
2207935,62,8,15,0,0,8,6,21,54,71,0,No,0,0.53,0.46,0,No,No,No,Yes,No,No
2922823,0,8,0,516,516,516,0,0,0,0,2,No,0,0.73,0.7,0,No,No,No,Yes,No,No
4786292,15,8,6,12,42,60,4,22,48,79,3,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3942482,8,8,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3211460,184,8,36,192,336,432,69,172,332,541,38,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2118584,1242,8,810,612,612,714,377,685,1354,1910,664,No,102,0.16,0.1,0,No,No,Yes,Yes,No,No
2807182,0,5,0,19,30,30,0,0,0,0,0,No,0,0.65,0.71,0,Yes,No,Yes,Yes,No,Yes
3953480,9,2,0,0,0,0,1,5,5,5,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2308527,4,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3835680,1128,2,84,1050,1750,2450,263,876,1856,2519,277,No,0,1,1,0,No,No,No,Yes,No,No
2997884,113,8,28,7,43,91,43,92,173,233,45,No,0,0.7,0.81,0,No,No,No,Yes,No,No
3760931,10,0,0,108,108,108,1,9,16,21,1,No,0,0,0,0,No,No,Yes,No,No,No
3433855,5,8,0,5,10,10,0,1,7,13,0,No,0,0.94,0.94,0,No,No,No,Yes,No,No
3714164,19,8,17,117,198,261,19,94,149,210,26,No,0,0.93,0.96,4,No,No,No,Yes,No,No
3573544,2,2,0,3,3,3,1,2,2,4,0,No,0,0.6,0.54,0,No,No,No,Yes,No,No
4000296,2,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.84,0,No,No,No,Yes,No,No
4814562,1,8,0,5,5,5,6,14,18,30,5,No,0,0.01,0,0,No,No,No,Yes,No,No
4890191,13,0,0,10,20,30,1,6,12,25,1,No,0,0,0,0,No,No,No,No,No,No
2875114,95,12,0,0,0,0,2,4,14,24,1,No,0,0,0,0,No,No,No,Yes,No,No
2285238,4,8,0,0,0,8,2,3,4,5,0,No,0,0.9,0.95,0,No,No,No,Yes,No,No
4825877,2,12,0,0,0,0,0,0,0,0,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
4976135,3,8,0,0,0,0,1,1,1,1,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
4903450,53,4,0,0,0,0,5,20,38,57,1,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3661071,4,8,0,0,0,0,0,0,1,4,0,No,0,0.84,0.84,0,No,No,No,Yes,No,No
3786082,12,12,0,0,0,0,0,0,0,0,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
2075943,352,8,0,0,60,150,0,2,355,656,96,No,0,0.75,0.5,0,No,No,No,Yes,No,No
3507530,623,2,0,0,0,0,4,18,24,43,0,No,0,0.86,0.77,0,No,No,No,Yes,No,No
4971331,599,8,0,0,0,0,6,6,85,90,0,No,0,0.95,0.96,0,No,No,No,Yes,No,No
3422844,18,8,0,0,0,0,0,0,2,7,1,No,0,1,0.33,0,No,No,No,Yes,No,No
2274775,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3540678,175,8,0,0,0,0,4,12,34,66,2,No,0,0.8,0.89,0,No,No,No,Yes,No,No
3501966,2,8,0,4,4,4,1,4,9,11,0,No,0,0.48,0.36,0,No,No,No,Yes,No,No
3269342,3,2,0,0,0,0,3,3,3,3,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
2893992,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
3363576,46,8,4,60,116,158,28,70,124,170,30,No,0,0.97,0.96,0,No,No,No,Yes,No,No
2932762,0,4,0,8,8,8,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3995668,0,2,0,0,0,0,0,0,0,0,0,No,0,0.95,0.91,0,Yes,No,No,Yes,No,No
2866860,0,12,0,6,6,6,0,0,0,0,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,No
4944543,26,8,0,0,0,0,0,0,0,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3526346,17,2,0,0,0,0,0,0,2,2,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3707840,4,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3848355,-1,8,0,18,18,18,0,0,7,14,2,No,0,0.98,0.97,1,No,No,No,Yes,No,No
2085955,18,9,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3118880,402,8,0,0,0,0,0,5,11,29,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
2995564,22,2,0,12,36,60,7,14,34,42,3,No,0,0.92,0.9,0,No,No,No,Yes,No,No
2913139,24,52,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3825178,5,4,0,0,0,0,4,5,5,5,1,No,0,0.7,0.67,0,No,No,Yes,Yes,No,No
3677960,42,9,5,3,3,3,0,1,12,16,0,No,0,0.67,0.75,0,No,No,No,Yes,No,No
3095066,77,8,1,0,100,100,11,39,63,99,15,No,0,0.95,0.95,0,No,No,No,Yes,No,No
2088492,2,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.79,0,No,No,No,Yes,No,No
2966775,20,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3879897,0,8,0,0,0,0,0,0,0,0,0,No,0,0.69,0.66,0,No,No,No,Yes,No,No
3785352,37,12,0,0,16,32,6,19,31,56,0,No,0,0.86,0.91,0,No,No,No,Yes,No,No
3012415,18,8,0,0,0,0,0,1,1,1,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3821152,3,12,0,0,0,0,0,0,0,0,0,No,0,0.59,0.65,0,No,No,No,Yes,No,No
4001759,80,2,0,0,0,0,0,0,0,0,0,No,0,0.75,0.7,0,Yes,No,No,Yes,No,No
4780759,27,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.94,0,No,No,No,Yes,No,No
4911031,5,4,0,0,0,0,0,0,1,2,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3410708,211,3,79,630,1190,1761,285,879,1383,1897,122,No,0,0.58,0.45,0,No,No,No,Yes,No,No
3349763,3,8,1,3,7,10,0,4,8,10,2,No,0,0.5,0.46,0,No,No,No,Yes,No,No
3589203,3,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.67,0,No,No,Yes,Yes,No,No
4920915,76,8,0,80,145,210,11,48,121,190,67,Yes,0,0.85,0.87,0,No,No,No,Yes,No,No
4897629,34,9,0,0,0,0,0,0,0,0,0,No,0,0.8,0.82,0,No,No,No,Yes,No,No
3202551,18,2,0,0,0,0,0,0,0,0,0,No,0,0.8,0.64,0,Yes,No,No,Yes,No,No
3651008,16,2,28,92,183,287,26,94,184,229,0,No,0,0.98,0.96,0,No,No,No,Yes,No,No
3015817,8,9,0,30,30,30,1,6,14,23,2,No,0,0.95,0.89,0,No,No,No,Yes,No,No
3353448,15,9,0,0,6,18,0,3,14,19,3,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3485016,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
4813804,2,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.67,0,No,No,No,Yes,No,No
3164020,0,8,0,0,0,0,0,0,0,2,0,No,0,0.75,0.7,0,Yes,No,No,Yes,No,No
3333641,47,8,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,No,No,Yes,Yes,No,No
2990769,0,2,0,4,4,4,0,0,0,0,1,No,0,0.18,0.33,0,Yes,No,No,Yes,No,No
3474552,117,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
3176534,19,2,0,0,0,0,0,1,9,13,1,No,0,0.64,0.5,0,No,No,No,Yes,No,No
3155933,11,2,0,0,0,0,0,0,0,0,0,No,0,0.91,0.95,0,No,No,No,Yes,No,No
4792373,56,8,12,297,507,738,148,361,642,790,49,No,0,0.88,0.88,8,No,No,No,Yes,No,No
3453164,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,Yes,Yes,No,No
3006624,6,8,50,0,0,0,1,5,7,10,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
4803427,10,2,0,0,0,0,0,0,0,0,0,No,0,0.41,0.69,0,No,No,No,Yes,No,No
3810527,12,9,0,0,0,0,0,0,0,0,2,No,0,1,0.99,0,No,No,Yes,Yes,No,No
4937787,27,8,1,22,62,112,6,29,66,99,0,No,0,0.94,0.97,0,No,No,No,Yes,No,No
2854323,254,8,44,60,120,180,51,160,345,535,84,No,0,0.63,0.68,0,No,No,No,Yes,No,No
2127938,47,2,0,20,20,20,0,1,1,4,0,No,0,1,0.98,0,Yes,No,No,Yes,No,No
4862313,65,2,0,0,0,0,0,0,0,13,1,No,0,0.46,0.59,0,No,No,No,Yes,No,No
3411368,152,2,0,84,252,396,25,109,316,487,95,No,0,0.98,0.97,0,No,No,No,Yes,No,No
3419490,303,8,0,0,0,0,0,1,3,3,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3945352,6,8,0,0,0,0,0,0,2,2,0,No,0,0.95,0.93,0,No,No,Yes,Yes,No,No
4972826,5,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.42,0,Yes,No,No,Yes,No,No
3814800,4,2,0,2,3,3,0,0,0,0,1,No,0,0.7,0.55,0,Yes,No,No,Yes,No,No
2944171,545,8,70,186,822,1511,134,490,1310,1905,140,No,0,0.95,0.95,0,No,No,No,Yes,No,No
2093597,82,8,0,0,0,0,0,0,0,1,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
3703286,779,12,24,0,0,0,15,67,350,679,76,No,0,0.62,0.69,0,No,No,No,Yes,No,No
3170687,347,8,23,450,450,900,102,281,506,791,108,No,0,0.99,0.96,0,No,No,No,Yes,No,No
2873382,6,12,0,0,0,0,0,0,0,2,1,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3574146,5,8,0,0,1,1,1,1,1,3,3,No,0,0.95,0.96,0,No,No,No,Yes,No,No
4904942,4993,2,0,0,0,0,8,8,11,12,1,No,0,1,0.5,0,No,No,No,Yes,No,No
3875579,4,8,0,0,0,0,0,0,0,0,1,No,0,1,1,0,No,No,No,Yes,No,No
2097915,26,12,0,7,7,21,10,27,44,57,24,No,0,0.73,0.76,0,No,No,No,Yes,No,No
2242978,117,2,0,0,0,0,1,4,4,8,0,No,0,0.86,0.91,0,No,No,No,Yes,No,No
2147013,5,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.76,0,No,No,No,Yes,No,No
3205463,1,2,0,0,0,0,0,0,0,0,0,No,0,0.92,0.94,0,No,No,No,Yes,No,No
3132954,10903,8,34,0,0,0,37,84,163,228,45,No,0,0.94,0.94,0,No,No,No,Yes,No,No
4778211,18,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.94,0,Yes,No,Yes,No,No,No
2896781,528,2,0,0,0,0,34,93,268,333,47,No,0,1,0.99,0,No,No,No,Yes,No,No
4817301,56,12,0,0,0,0,0,0,0,4,0,No,0,0.32,0.35,0,Yes,No,No,Yes,No,No
3641464,139,4,27,23,69,115,8,42,109,157,50,No,0,0.71,0.79,0,No,No,No,Yes,No,No
3239813,86,8,24,24,48,96,14,47,83,137,26,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3648078,10,8,0,0,1,4,3,7,16,27,0,No,0,0.97,0.91,0,No,No,No,Yes,No,No
4821897,56,4,74,0,0,15,15,48,78,116,19,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3640632,3,2,0,1,1,1,0,0,0,0,0,No,0,0.29,0.26,0,Yes,No,Yes,Yes,No,No
